Country.x,Year,key,Government Education Expenditure,AMA.exchange.rate,IMF.based.exchange.rate,Population,Currency,Per.capita.GNI,X.Agriculture..hunting..forestry..fishing..ISIC.A.B..,Changes.in.inventories,Construction..ISIC.F.,Exports.of.goods.and.services,Final.consumption.expenditure,General.government.final.consumption.expenditure,Gross.capital.formation,Gross.fixed.capital.formation..including.Acquisitions.less.disposals.of.valuables.,Household.consumption.expenditure..including.Non.profit.institutions.serving.households.,Imports.of.goods.and.services,Manufacturing..ISIC.D.,X.Mining..Manufacturing..Utilities..ISIC.C.E..,Other.Activities..ISIC.J.P.,Total.Value.Added,X.Transport..storage.and.communication..ISIC.I..,X.Wholesale..retail.trade..restaurants.and.hotels..ISIC.G.H..,Gross.National.Income.GNI..in.USD,Gross.Domestic.Product..GDP.,Learning.Adjusted.Years.of.School
Argentina,2020,Argentina 2020,5.27689981460571,4.27024508531461,4.27024508531461,17.622973460652, Argentine Peso ,9.03907744253896,23.9885204696856,19.9046808971955,23.2416779851747,24.8827990999404,26.4630587491289,24.8995482865923,24.7210839923165,24.7129551881138,26.2285973728828,24.683467665313,24.6953351135055,25.022784237347,25.5674529234129,26.4915868327433,23.716637956577,24.837948659638,26.6608020420315,26.6791032064138,8.41131
Armenia,2017,Armenia 2017,2.70759010314941,6.18149877174995,6.18149877174995,14.8635044121949, Armenian Dram ,8.33950090300594,21.2704950244239,18.3058223997134,20.5462476965459,22.206083025271,23.0883975058781,21.0739339725806,21.4763590552543,21.4334713227893,22.9452290317768,22.4543688523201,20.9266136789245,21.4828646780501,22.0263587527881,23.0799208963438,20.4158588260206,21.0850784860464,23.202726818378,23.1679977405163,7.86
Armenia,2018,Armenia 2018,2.25586795806885,6.18206000268752,6.18206000268752,14.8581019032746, Armenian Dram ,8.40514368760761,21.2753820993219,20.3736707629066,20.5281042275643,22.3140393238109,23.154468617666,21.0816428804914,21.749503199996,21.4583093551933,23.0199885269867,22.6122581005098,21.0627684174342,21.53927451724,22.1393279127074,23.1547708582137,20.4983283011539,21.2152029025837,23.2630194784573,23.2456240642551,8.07041
Armenia,2020,Armenia 2020,2.70555996894836,6.19442346971676,6.19442346971676,14.8471311856729, Armenian Dram ,8.42639282708974,21.08429699081,19.2916265222976,20.5878261423857,22.0484291802562,23.1581785095352,21.3610523055376,21.6338774708275,21.5328286983146,22.976926852215,22.3370474366967,21.1683402301399,21.6462659572513,22.212931362251,23.1704327370399,20.4788364064366,21.1365863199829,23.2733252043709,23.2602665991524,7.994621
Australia,2010,Australia 2010,6.15043640136719,0.737240372156238,0.737240372156238,16.9074239501271, Australian Dollar ,10.945899791516,24.1183357573023,22.4677617469256,25.2949795742065,26.3544776187714,27.5723321195809,26.2122035631072,26.5639074943227,26.5492659443298,27.2771992409736,26.3029956629364,25.2859087851151,26.2366945831154,27.1185274350635,27.8298719746745,25.313399589606,25.6861104672133,27.8541646672436,27.8933853803968,11.056325
Australia,2017,Australia 2017,5.32125568389893,0.834975715191999,0.834975715191999,17.0178640375237, Australian Dollar ,10.9265498041335,24.2704227685985,21.5941191964778,25.4146137191847,26.4566071138474,27.6892900240535,26.3616205062837,26.5725906168962,26.5639074943227,27.3812768828184,26.4402935383559,25.125111450523,26.170003208617,27.2700512477084,27.9086528525276,25.32602802369,25.6999995793739,27.9458318557693,27.9746108203193,11.55
Australia,2018,Australia 2018,5.40967607498169,0.849472128951256,0.849472128951256,17.0335552775601, Australian Dollar ,10.9381122793718,24.1500745056412,NA,25.4053970640799,26.5840520604151,27.7079821570656,26.4102411932896,26.5492659443298,26.5492659443298,27.3889495547301,26.4758384757752,25.1241292735151,26.2877862442729,27.2983416775474,27.9385058156772,25.3181833878926,25.6999995793739,27.9746108203193,28.0025846723617,11.40922
Australia,2020,Australia 2020,5.37828016281128,0.897346464225906,0.897346464225906,17.0608355785562, Australian Dollar ,10.9179389431911,24.2205070137968,22.221225191947,25.3282397877416,26.4790080505365,27.6702418290828,26.4884569397344,26.5101632183162,26.4947069600795,27.3094374918025,26.2645293821088,25.0983191248177,26.3029956629364,27.2786227287585,27.9236907298921,25.2187868419619,25.713698423732,27.9816779875424,27.9886955602011,11.222505
Austria,2010,Austria 2010,5.70047998428345,0.562494470265018,0.562494470265018,15.9393074445234, Euro ,10.7632925854234,22.3259943363231,21.3563292583661,23.8446985384586,26.0265707450105,26.3931467599304,25.1091451392314,25.2073809112112,25.1858943502248,26.0703733676686,25.9543744538063,24.8911403931488,25.0721354096658,25.740545673768,26.5783377591517,24.1451274096521,24.856866450832,26.7021516018501,26.6945276767394,10.845024
Austria,2017,Austria 2017,5.37159013748169,0.63403683776909,0.63403683776909,15.9899778071719, Euro ,10.757604963979,22.3428715334207,21.8036507181479,23.8967622277587,26.1438008362231,26.4270483116059,25.121671690576,25.3676567360974,25.3383863537976,26.1123375667675,26.0798521116231,24.975725723923,25.1317272468856,25.829211310853,26.6421596912222,24.2564968415525,24.8542190506841,26.7467134299099,26.7563520587476,11.67
Austria,2018,Austria 2018,5.22655010223389,0.613439611346241,0.613439611346241,15.9948555777199, Euro ,10.8388747801013,22.3611246946053,22.3702019957084,23.9953757098988,26.2526949244618,26.5040093527418,25.2005172338335,25.4854397717527,25.4417647082504,26.1870976419763,26.1997293888821,25.0614625069221,25.2124425480948,25.9106516427928,26.7320790223915,24.3459314031192,24.9692224056899,26.8347331764513,26.8435632558996,11.275588
Austria,2020,Austria 2020,5.57126998901367,0.628878701357768,0.628878701357768,16.0024353856299, Euro ,10.8055373621199,22.2760179084721,20.5558565325638,24.0416621999712,26.1393662391553,26.4598381344288,25.241788009404,25.4417647082504,25.4327960382678,26.1077608997401,26.0798521116231,24.9919637669293,25.1610819456444,25.9106516427928,26.6919733969343,24.290202636268,24.8065219340897,26.8077652500239,26.7986118680374,10.906205
Azerbaijan,2010,Azerbaijan 2010,2.78062009811401,0.589257804467683,0.589257804467683,16.0387496921656, Azerbaijanian Manat ,8.59155827337154,21.7952171746499,NA,22.1784866210789,24.081223559725,24.0035028363283,22.4736702129851,22.9802885913674,22.9862040375297,23.7594268302103,23.1158406949508,21.6421819119894,24.0315140858411,22.6540855218173,24.6216410345634,22.093769322607,22.0959818526651,24.630034922678,24.6917825697594,6.878968
Azerbaijan,2017,Azerbaijan 2017,2.47381997108459,1.00105634976682,1.00105634976682,16.125226962603, Azerbaijanian Manat ,8.27001306227379,21.552491166517,19.2516539986509,22.0899017647987,23.7109597516872,24.0614670950618,22.2568578477172,23.022128596947,22.9988178757621,23.8816957980725,23.5626076848306,21.3758581232491,23.5198937257662,22.632343867609,24.3597737657486,21.9488635662926,22.3725047441379,24.3950404042882,24.433579724692,8.75
Azerbaijan,2018,Azerbaijan 2018,2.45543003082275,0.993257945954194,0.993257945954194,16.1332328039919, Azerbaijanian Manat ,8.39366870513074,21.6216942353842,NA,22.0144960642152,23.9613253032256,24.1389575237182,22.3188097697185,22.9728187836785,23.0004810850125,23.9622181820693,23.5971130859104,21.5009876285753,23.7668004016458,22.6929073277995,24.4952553560107,22.0144637190013,22.4440564134643,24.5266583121978,24.5758037559535,9.373489
Azerbaijan,2020,Azerbaijan 2020,4.33204984664917,0.993251773010283,0.993251773010283,16.1461924140675, Azerbaijanian Manat ,8.3250636936312,21.7800343679526,19.8716055352673,21.9363441192982,23.4451377240746,24.2172961793651,22.6583104466759,23.0361681126042,22.9930177729486,23.9811315791443,23.4665431160926,21.6806759310907,23.4007597974027,22.8653161899302,24.3781884640553,22.0967133234702,22.4113735695366,24.4709537317708,24.4773008093395,8.281513
Bahrain,2010,Bahrain 2010,2.35114979743958,0.319180739511152,0.319180739511152,14.0091396100555, Bahraini Dinar ,9.86422683858282,18.1532705350934,19.5812517695996,21.3726195249555,23.606966456085,23.3561474682754,21.9244715186173,22.6714909337271,22.6249326502734,23.0831461859171,23.2956547192361,22.0380256306337,22.9902755645302,23.0444182045026,23.9597708400571,21.2661605371504,21.3624369566642,23.87331594967,23.9702730877031,8.422845
Bahrain,2017,Bahrain 2017,2.32781004905701,0.319180739511152,0.319180739511152,14.1917768323678, Bahraini Dinar ,10.0425971082403,18.4512847667508,21.2116369802597,21.7780596252181,24.0147195887173,23.759759677707,22.4978845586507,23.1816815050389,23.0314971938492,23.4269091790269,23.8961534196888,22.604953524474,23.1858917516589,23.454251355956,24.2825463159371,21.689686261326,21.6198856351884,24.2343348206191,24.2920565741314,9.6
Bahrain,2018,Bahrain 2018,2.38893985748291,0.319180739511152,0.319180739511152,14.2125005199324, Bahraini Dinar ,10.0866837267407,18.505869768132,21.508817626589,21.8548652525202,24.1231059149552,23.794145056466,22.5407552634636,23.3133268641722,23.1335358697701,23.4579234397394,24.0209036807347,22.6194891434364,23.2961969622553,23.4837831557093,24.3447230059763,21.7564597853718,21.6235439422696,24.2991388942568,24.3556241897613,9.518841
Bahrain,2020,Bahrain 2020,2.55237460136414,0.319180739511152,0.319180739511152,14.2058417234877, Bahraini Dinar ,9.99145264126477,18.5035550818512,21.531580342283,21.780806765283,23.952060393317,23.7448455348194,22.504370338915,23.2286484724047,23.0262630790953,23.4034155981105,23.8715822144024,22.562991929899,23.1300360211375,23.4472766398287,24.2416297394587,21.5625376540738,21.4590928601974,24.1972274565843,24.2706782389302,9.286839
Belarus,2020,Belarus 2020,4.86263990402222,1.23534791724118,1.23534791724118,16.0807821818583, Belarussian Ruble ,8.71800933084636,22.191932626524,20.9719713570952,21.9999517744761,24.3461158093666,24.4720529689221,23.0661956947647,23.5475859205771,23.4684268669607,24.1908077358592,24.2941429052704,23.3024815567319,23.474135011742,23.508336185154,24.7060049472576,22.750701562429,22.5612511420882,24.7986843935782,24.8402141393393,10.784273
Belgium,2010,Belgium 2010,6.44259023666382,0.562494470265018,0.562494470265018,16.2022481786631, Euro ,10.7120371595719,22.0261190520289,22.2693305477144,23.8789434179547,26.6231631905316,26.6149100487749,25.4594642853497,25.4327960382678,25.3960946714177,26.2326541735784,26.6010016187289,24.8845243300507,25.0673814820006,26.1123375667675,26.7870510456363,24.5129673800044,24.8541403357639,26.9135812428016,26.8991331070543,11.161227
Belgium,2017,Belgium 2017,6.42534017562866,0.63403683776909,0.63403683776909,16.2477624606927, Euro ,10.7047713917007,21.9303905536735,22.498292380699,23.8484006107995,26.7587472694736,26.6501918629195,25.4768560280614,25.535450192327,25.4854397717527,26.2800938986498,26.7467134299099,24.8582598671589,25.0265962513808,26.2204340622437,26.8302887246909,24.505272230488,24.8304208475345,26.9517768405396,26.9438560070481,11.14
Belgium,2018,Belgium 2018,6.38107013702393,0.613439611346241,0.613439611346241,16.2533776603587, Euro ,10.7763905010673,21.9099873186169,22.9983221731476,23.9700022928044,26.8347331764513,26.7320790223915,25.5595477439058,25.6505195221109,25.5752961008738,26.3616205062837,26.8391579624317,24.9150316130806,25.069167243144,26.3029956629364,26.9053507436651,24.5899793027645,24.9087949143224,27.0295411238963,27.0203751568822,11.240353
Belgium,2020,Belgium 2020,6.80185985565186,0.628878701357768,0.628878701357768,16.2632100260832, Euro ,10.7340242983914,22.0952013994052,20.1830701649237,23.9481607062083,26.7563520587476,26.6842711765723,25.5830782413158,25.5752961008738,25.5674529234129,26.2839474679658,26.734533011353,24.8908397543192,25.0692761933002,26.2877862442729,26.878123930965,24.5786876146846,24.7679856302284,26.9980278581902,26.9866640995399,11.183289
Benin,2010,Benin 2010,3.67997002601624,6.20713428210587,6.20713428210587,16.0610713340093, CFA Franc BCEAO ,6.90575327631146,21.6240934933145,NA,20.0264295158679,21.5107406643287,22.8683517550726,20.7890918136448,21.1199045575138,21.2428544186004,22.7347944169963,21.7170297869198,20.8351179192187,20.9199772776204,21.4818021299136,22.8539710127927,20.4950299441423,20.9952197419405,22.9657886677639,22.9772960003862,4.9740124
Benin,2017,Benin 2017,3.53558993339539,6.36588049642479,6.36588049642479,16.2662380313355, CFA Franc BCEAO ,6.98841318199959,22.0093466457054,18.0096863826589,20.1304132822651,21.963250660434,23.0799327076522,21.0091997730478,21.8362314132383,21.8142058709942,22.9451510141113,22.1941275966389,20.923679377347,21.0352735827234,21.7098177436707,23.1815903073762,21.0748298469851,21.4384025967769,23.2538958697213,23.2649982035656,5.73
Benin,2018,Benin 2018,2.93161988258362,6.32157095476624,6.32157095476624,16.2954619507201, CFA Franc BCEAO ,7.07496319796604,22.1102381139794,18.0540739419898,20.254932987171,22.0816652444007,23.1684449090937,21.1185383519449,22.0485759309446,22.0299876179488,23.0306221118285,22.3172897092969,20.990837841412,21.1032425344843,21.8586144176478,23.2921363116162,21.1863800410089,21.5380965961447,23.3698638113742,23.380893107311,5.64372
